route_id,stop_id,hour_of_day,day_of_week,is_weekend,stop_sequence,actual_delay_seconds,late_5min
101,STOP_A,18,0,1,6,660.6893600699698,1
Green,STOP_C,12,1,0,5,-70.11774316313941,0
Red,STOP_B,17,4,0,11,-105.83497482379644,0
Red,STOP_C,10,2,0,17,386.85770712240856,1
Blue,STOP_A,11,3,0,3,-326.6990932327218,0
Red,STOP_C,7,5,1,4,766.4028502886769,1
Red,STOP_B,16,2,1,17,-182.5066667933574,0
Green,STOP_C,10,5,1,10,15.377972865528264,0
Green,STOP_B,20,4,0,2,157.6332814094052,0
Red,STOP_B,15,5,1,15,31.965088831121477,0
101,STOP_C,18,1,0,12,-7.456530033245258,0
Red,STOP_C,7,1,0,19,535.3112716245364,1
101,STOP_B,12,4,1,12,-56.95171809570843,0
Red,STOP_C,14,4,0,2,-446.179182184768,0
101,STOP_D,20,1,1,13,321.8318248725443,1
Red,STOP_B,15,2,1,9,-182.51550083561784,0
Red,STOP_C,18,3,0,13,289.9733012242233,0
Red,STOP_B,16,0,0,18,1081.4288056426408,1
Red,STOP_D,15,4,1,12,396.74983014575844,1
Blue,STOP_B,16,0,0,3,373.9123912133218,1
Blue,STOP_A,9,0,0,15,348.3102542789685,1
101,STOP_B,9,0,0,11,-291.90106130312347,0
Blue,STOP_A,11,1,0,18,282.42909091169014,0
Blue,STOP_C,12,4,1,1,-292.7783749733687,0
Red,STOP_B,7,1,1,3,-346.03538314242564,0
101,STOP_B,6,5,0,19,65.59342624035077,0
Red,STOP_B,20,1,1,2,664.2784156787586,1
Red,STOP_B,15,5,0,16,-154.14533090385981,0
Blue,STOP_C,14,5,0,3,116.98076568663006,0
Green,STOP_D,14,3,1,3,54.54165546905399,0
101,STOP_B,10,2,0,10,434.2476892437293,1
Red,STOP_A,13,0,0,2,-174.83546330345507,0
Blue,STOP_D,10,3,1,4,40.900554176821046,0
Red,STOP_A,6,0,1,9,-503.0661541628891,0
Blue,STOP_D,9,5,0,17,-156.46088425756358,0
Red,STOP_B,11,3,1,10,226.77996421622703,0
Red,STOP_C,11,2,0,4,-18.76553956691319,0
Green,STOP_B,21,3,0,17,-162.49079171797723,0
Red,STOP_D,8,3,1,5,808.8146767156436,1
101,STOP_A,8,4,0,11,239.38224526823376,0
Green,STOP_C,8,2,0,4,730.832203955147,1
101,STOP_D,17,5,0,4,650.9461520627917,1
Green,STOP_A,9,4,0,4,642.7884545265654,1
101,STOP_A,8,5,0,1,149.37236685839588,0
Red,STOP_C,18,1,0,3,443.9926025948328,1
101,STOP_B,20,5,1,7,287.3820577465898,0
Red,STOP_C,13,0,0,18,719.266792964134,1
Blue,STOP_D,9,4,0,3,28.906437085037567,0
Red,STOP_A,19,1,0,11,65.59613990174037,0
Blue,STOP_B,9,0,0,10,400.5664387909986,1
101,STOP_B,9,4,1,2,56.8015324771153,0
101,STOP_B,21,0,0,12,-288.8394700172035,0
Blue,STOP_C,9,2,0,13,562.4567311784313,1
Red,STOP_A,13,5,0,1,406.3583934224907,1
Green,STOP_B,14,1,0,1,-369.4963696163247,0
Green,STOP_D,8,1,0,2,537.6828750290189,1
Blue,STOP_A,10,3,1,17,-28.242120066506686,0
Green,STOP_D,17,0,0,4,299.45440870474044,0
101,STOP_A,8,5,0,10,-279.00077334564014,0
101,STOP_C,13,3,0,2,-423.3189584354741,0
Blue,STOP_D,13,5,0,9,199.60136219846945,0
Red,STOP_B,17,1,0,19,478.1686159796556,1
Red,STOP_D,18,1,0,5,796.937530552336,1
Green,STOP_A,18,1,0,11,84.29472446456876,0
Red,STOP_C,17,1,1,14,567.5378806589358,1
Blue,STOP_C,16,0,0,13,222.07922480584492,0
Green,STOP_A,12,0,0,4,-262.4539171723889,0
Green,STOP_C,15,1,0,1,141.0122991494057,0
101,STOP_D,12,0,1,15,366.4286502245735,1
Green,STOP_A,18,1,1,4,486.1159017531114,1
Green,STOP_B,16,5,0,19,143.19734471343278,0
Blue,STOP_D,14,0,1,10,-100.31795082432487,0
Green,STOP_D,10,2,0,2,-82.38767675356627,0
Blue,STOP_B,10,0,1,5,-196.00827764356893,0
Blue,STOP_C,8,0,0,16,491.59295084891926,1
101,STOP_C,8,0,0,5,449.7214564951148,1
101,STOP_D,14,2,0,13,307.32971493485013,1
Blue,STOP_D,11,4,0,13,-384.2783640056969,0
101,STOP_C,21,2,0,12,637.3721037934562,1
Red,STOP_B,15,1,0,15,466.35190617993294,1
Green,STOP_A,14,4,0,13,22.37438388525888,0
Red,STOP_B,16,1,0,17,278.2888339936468,0
101,STOP_D,9,0,0,9,189.39058308386728,0
Red,STOP_C,11,5,0,1,-234.78850515860665,0
Blue,STOP_C,6,3,0,11,57.50132820070344,0
101,STOP_D,20,2,0,15,343.2332091362347,1
Green,STOP_A,14,3,0,17,195.02356643811896,0
101,STOP_D,21,2,0,7,-296.33702151073436,0
Blue,STOP_B,8,3,0,2,-61.04937076630168,0
101,STOP_A,7,1,0,5,664.6101738661669,1
Green,STOP_B,6,1,0,15,-88.29538777256073,0
Green,STOP_C,18,2,0,17,706.8255771383052,1
Green,STOP_D,11,3,1,7,73.57157866478366,0
Red,STOP_A,7,5,0,17,-478.1458313210279,0
Red,STOP_C,14,2,0,10,-4.3715375152024905,0
Blue,STOP_A,11,0,1,7,422.21827970405246,1
Green,STOP_A,18,4,0,17,620.9362369727305,1
101,STOP_C,9,3,1,12,-79.18599615239881,0
Green,STOP_C,6,2,0,10,245.29653084639557,0
Blue,STOP_C,13,2,1,6,544.4769055664822,1
Red,STOP_A,13,3,0,4,366.86081867129224,1
101,STOP_D,9,4,0,14,120.22387710891425,0
Red,STOP_C,11,0,0,19,-13.714358556348628,0
Blue,STOP_A,21,3,1,11,823.145671964213,1
Green,STOP_A,14,0,0,9,1.339793563389037,0
Red,STOP_A,9,0,0,15,486.39028011742363,1
Red,STOP_D,13,0,0,4,453.50958573796123,1
Green,STOP_B,20,4,0,3,-46.25187903947162,0
Green,STOP_A,9,3,0,15,375.3416592117188,1
Green,STOP_C,7,0,0,8,668.8627627153314,1
Blue,STOP_A,19,2,1,4,730.4985363885138,1
Blue,STOP_A,12,5,1,18,-48.93904243629416,0
Green,STOP_A,21,0,1,2,37.1010129896096,0
101,STOP_A,6,5,0,5,72.17110904150249,0
Green,STOP_D,17,5,0,19,179.0539529299528,0
Green,STOP_A,12,0,0,18,144.56104815309172,0
101,STOP_C,19,3,1,6,299.08089500170445,0
101,STOP_D,12,3,0,16,469.96019303456967,1
101,STOP_C,14,2,0,16,-227.08258045604714,0
Blue,STOP_A,17,2,0,7,493.2662860249499,1
Blue,STOP_D,12,3,0,2,194.0079772983661,0
Green,STOP_D,14,2,1,6,135.82371272263813,0
Blue,STOP_D,13,1,1,4,-368.5360131478064,0
101,STOP_C,11,4,1,3,-500.8526167092509,0
101,STOP_C,17,3,0,11,-9.58705601037758,0
Green,STOP_C,15,3,0,13,-111.16762151876952,0
Blue,STOP_A,6,3,0,18,141.01309260996953,0
Green,STOP_B,9,0,1,4,690.2622957330518,1
Blue,STOP_B,14,1,1,9,-220.73370425040252,0
Red,STOP_A,14,3,0,15,194.3015073509452,0
Green,STOP_D,20,0,1,7,-298.2251798297313,0
Blue,STOP_C,16,2,0,7,154.0122490259235,0
101,STOP_B,11,2,0,7,305.7321748627758,1
Green,STOP_D,12,3,0,10,285.245821561086,0
Red,STOP_D,11,4,1,8,-261.9025628028096,0
Green,STOP_B,16,4,0,10,25.883141328332982,0
Blue,STOP_D,11,4,1,15,95.02385912287714,0
101,STOP_A,19,0,0,19,246.04736405973807,0
Blue,STOP_D,14,3,1,15,307.625442929179,1
Red,STOP_A,9,0,0,8,-33.703486404457465,0
101,STOP_B,21,5,1,7,278.39314294682947,0
101,STOP_B,10,4,1,18,164.652536196814,0
Green,STOP_C,21,1,0,13,41.90073674929528,0
Red,STOP_D,18,5,1,15,165.93333620040573,0
Red,STOP_A,21,0,0,18,344.3634009014686,1
Red,STOP_C,16,2,0,11,585.9611435967558,1
Green,STOP_C,16,2,1,8,701.9562401256975,1
101,STOP_A,9,4,0,14,227.87680697536547,0
Red,STOP_A,21,5,0,4,-212.55014916624577,0
Red,STOP_A,17,0,0,12,130.27564149205773,0
Blue,STOP_C,21,2,0,7,310.4094717798895,1
Blue,STOP_C,13,3,0,5,73.58010633126878,0
Blue,STOP_C,19,0,0,17,305.87858190278075,1
Blue,STOP_D,20,0,0,9,188.6788940080623,0
Green,STOP_D,17,1,0,16,621.7742067538738,1
Blue,STOP_B,7,3,0,9,184.9732598891357,0
Red,STOP_B,17,3,0,8,710.826428741176,1
Green,STOP_A,15,2,0,16,63.636033985565795,0
101,STOP_B,20,4,0,1,577.2437025466272,1
Green,STOP_C,11,0,1,13,532.6778778466244,1
Green,STOP_D,11,5,0,10,379.7352935201551,1
Blue,STOP_D,19,4,1,1,-311.8667430204752,0
Red,STOP_C,15,2,1,8,-97.71343518592633,0
Blue,STOP_C,21,3,0,8,359.4353790627202,1
Green,STOP_D,10,3,0,6,388.31032334014986,1
Red,STOP_B,21,0,0,11,163.54952967029283,0
101,STOP_A,14,0,1,11,862.8734039541554,1
Green,STOP_A,10,4,1,10,361.890345563845,1
Red,STOP_D,6,2,0,2,612.4871638807015,1
Green,STOP_A,16,4,1,14,78.7129516947818,0
101,STOP_B,19,4,1,7,306.0592912122638,1
Green,STOP_D,21,1,0,15,82.44416489463313,0
101,STOP_C,7,0,1,2,366.44962852607,1
Green,STOP_B,18,5,1,10,445.61098957551025,1
Red,STOP_A,17,1,0,8,-230.65387370834998,0
Red,STOP_D,12,3,0,15,-138.66468495918258,0
Blue,STOP_A,7,4,1,19,-13.50945846286416,0
Red,STOP_D,12,0,0,17,251.5632698066531,0
Green,STOP_B,11,1,0,18,-34.58716793030632,0
101,STOP_B,13,1,0,1,-130.46448073337442,0
Red,STOP_C,18,5,0,14,-28.83047718514362,0
Green,STOP_B,10,4,0,10,17.483472293099055,0
Red,STOP_B,18,1,0,1,529.1141662326385,1
Blue,STOP_B,13,5,0,12,342.88528847402927,1
101,STOP_B,9,4,0,16,-80.33632815009611,0
Green,STOP_B,13,1,0,11,263.7221159722366,0
Blue,STOP_C,14,0,0,2,-303.6972817407293,0
Red,STOP_A,18,4,0,5,276.87155781868825,0
Red,STOP_A,13,4,0,1,64.86540629146864,0
Blue,STOP_B,15,1,1,15,279.25788392444696,0
Red,STOP_C,6,4,0,18,439.6604399545493,1
Red,STOP_B,15,3,1,6,250.88262046355868,0
Green,STOP_C,19,0,1,13,32.76749103241124,0
Green,STOP_D,11,5,1,1,501.6690025726078,1
Blue,STOP_D,17,5,0,15,147.12829855740466,0
Red,STOP_D,11,2,0,7,157.6828546634688,0
Green,STOP_C,10,5,0,4,-25.056203858057557,0
Blue,STOP_C,6,2,0,10,334.08040358558543,1
Red,STOP_A,18,2,0,13,-394.6005481332874,0
101,STOP_B,14,0,0,9,182.96262222213775,0
Blue,STOP_A,14,5,1,11,285.80647549531744,0
Blue,STOP_C,20,3,0,5,-41.427973569895585,0
Blue,STOP_C,12,5,1,6,-33.859454934040485,0
Blue,STOP_D,6,3,0,2,-666.1450705886554,0
101,STOP_B,7,5,1,9,155.48422766581137,0
Blue,STOP_D,9,5,0,1,1007.1662878167713,1
101,STOP_B,16,3,1,9,532.1436270523272,1
Blue,STOP_B,13,0,0,16,725.8623070172916,1
Green,STOP_A,19,2,0,3,242.90611772328703,0
101,STOP_A,18,3,0,10,418.8877613628074,1
Green,STOP_B,15,1,1,5,-171.57610487708655,0
Red,STOP_A,20,5,1,16,628.8236011588245,1
Green,STOP_C,18,2,1,1,-43.37289274945201,0
Red,STOP_A,19,0,1,16,174.02550558586032,0
Blue,STOP_C,19,3,1,9,109.72307496863601,0
Red,STOP_D,20,0,0,7,353.9877313252177,1
Blue,STOP_C,15,3,0,2,-332.32351054993296,0
Red,STOP_A,9,4,0,2,-78.01476361878423,0
Green,STOP_B,10,5,1,12,133.7952421398126,0
101,STOP_C,18,2,0,1,164.1440230778274,0
101,STOP_D,14,5,1,14,472.0011936547437,1
101,STOP_D,12,1,0,11,264.2423711096452,0
101,STOP_C,8,0,1,15,349.0256720286648,1
101,STOP_B,6,2,0,1,-140.13678902037805,0
Red,STOP_A,16,4,1,18,215.68734215754966,0
101,STOP_C,18,1,0,15,-72.75228211237038,0
Red,STOP_B,18,3,0,3,576.7798468028545,1
Blue,STOP_A,13,5,0,17,233.47032520385233,0
Green,STOP_A,15,2,0,15,119.21468801230269,0
Red,STOP_A,6,0,1,8,-351.3275588832877,0
Red,STOP_D,8,5,1,6,196.2655830736718,0
Red,STOP_D,6,0,0,14,24.977231208998433,0
Red,STOP_D,21,2,0,7,-158.01445207627728,0
Red,STOP_C,21,4,1,7,193.64663093783847,0
Green,STOP_C,12,5,1,3,809.4168347140708,1
Blue,STOP_C,16,4,0,8,776.321814024165,1
Red,STOP_B,11,0,1,5,74.53565287176016,0
Blue,STOP_C,7,3,0,12,534.0075191837836,1
Green,STOP_B,12,4,0,16,92.35858156920509,0
Red,STOP_B,16,4,0,3,515.0809676508522,1
Green,STOP_B,7,3,0,8,131.61494655667033,0
Blue,STOP_C,6,3,1,12,426.46745605133924,1
Red,STOP_B,8,1,0,12,324.4362116432769,1
Red,STOP_D,16,4,1,15,-46.06902088711723,0
Blue,STOP_B,8,3,1,18,738.4529936597281,1
Green,STOP_A,19,2,1,8,-41.0072484180553,0
Red,STOP_A,20,3,0,5,132.8243302704337,0
101,STOP_B,15,5,0,9,15.23932677839258,0
101,STOP_D,13,2,0,15,209.93876755349197,0
Green,STOP_A,9,3,0,14,14.86127066448725,0
Blue,STOP_B,19,5,0,14,1023.54503720856,1
Red,STOP_A,18,1,0,14,844.0491773242093,1
Green,STOP_D,21,2,0,8,-91.97698452267767,0
Red,STOP_D,12,4,0,13,3.935628294092396,0
101,STOP_C,19,1,0,14,678.315152401826,1
Red,STOP_A,16,2,1,4,216.98640222659276,0
Red,STOP_C,21,1,0,13,101.18375085540349,0
101,STOP_D,21,4,0,13,-127.0889397105131,0
Red,STOP_C,9,3,0,5,227.69135724114167,0
101,STOP_D,17,3,0,3,456.91828697716716,1
Red,STOP_C,21,2,0,3,185.28268797628797,0
Red,STOP_C,8,2,0,18,78.45924454339034,0
101,STOP_B,20,5,0,19,175.89589294740603,0
Blue,STOP_D,17,4,0,10,151.68972858493086,0
Red,STOP_A,8,2,1,9,-119.95148044104175,0
Red,STOP_C,8,4,0,11,386.0962555690859,1
101,STOP_B,6,0,0,10,275.74489553369585,0
101,STOP_C,12,5,0,4,298.08985364407977,0
Red,STOP_D,10,2,0,12,213.82403368773618,0
Blue,STOP_B,21,3,0,8,298.81233037082256,0
Green,STOP_A,11,4,1,5,329.15441055613326,1
Green,STOP_A,16,3,0,14,644.5269133574235,1
Green,STOP_D,13,1,1,1,-12.742014281600689,0
Red,STOP_B,18,2,0,19,521.0642899533564,1
Red,STOP_A,10,5,0,1,-137.65167449787396,0
Green,STOP_D,12,2,0,11,41.73165826401812,0
Red,STOP_B,8,2,0,4,521.1381688305155,1
Blue,STOP_D,16,3,0,7,404.1817358349764,1
101,STOP_A,19,4,0,2,55.63636917794591,0
Blue,STOP_C,19,3,0,9,291.4931827335148,0
Blue,STOP_B,14,1,1,8,284.9329012387017,0
101,STOP_C,8,1,0,17,-19.11238624489124,0
Red,STOP_C,14,4,1,5,393.018261320515,1
101,STOP_A,12,2,1,13,1.9769761595673714,0
Red,STOP_A,14,1,0,1,270.19870541516815,0
Red,STOP_C,6,1,0,13,11.901469248329235,0
Green,STOP_D,7,0,1,9,342.8136614125548,1
Green,STOP_A,9,0,1,2,-173.8226064750648,0
Red,STOP_D,10,0,0,12,336.12478860888075,1
Green,STOP_B,13,5,1,1,-570.7291481591094,0
Blue,STOP_D,15,0,0,11,316.77530812532837,1
Red,STOP_D,16,5,0,5,-342.0751473690446,0
101,STOP_D,10,3,1,16,-168.2648193058364,0
Green,STOP_B,21,3,0,6,-31.54081027187482,0
Blue,STOP_D,12,3,0,15,28.662894042052628,0
Blue,STOP_C,20,4,0,14,540.9117385368758,1
101,STOP_B,8,0,0,3,1050.975558179796,1
Blue,STOP_B,8,4,1,11,263.0790753308104,0
Red,STOP_A,14,4,0,4,405.1994814535138,1
Blue,STOP_C,20,1,0,16,315.4925776606741,1
Blue,STOP_C,15,4,0,3,-95.76356255713773,0
Green,STOP_A,7,5,0,9,215.7763222912304,0
101,STOP_A,20,1,1,5,666.6109704343935,1
Blue,STOP_B,19,3,0,17,158.38342453973218,0
101,STOP_A,14,5,0,5,3.9907103094769667,0
Red,STOP_B,9,4,0,7,-727.1003235726897,0
Blue,STOP_B,21,1,0,7,85.5580329673603,0
Green,STOP_C,13,4,0,6,-239.47262168433593,0
101,STOP_D,18,0,1,1,351.2563280125062,1
Blue,STOP_C,9,1,0,2,-23.813273649774914,0
Red,STOP_A,14,3,0,7,350.28385664730433,1
Green,STOP_C,16,1,1,10,541.8963238751086,1
101,STOP_B,8,5,1,7,375.53953104656284,1
Red,STOP_D,18,4,0,19,325.6257019534169,1
101,STOP_C,11,4,0,1,36.72671398529263,0
101,STOP_C,17,5,0,12,-61.50021273770514,0
Blue,STOP_C,17,2,0,7,562.1159391301994,1
Red,STOP_C,14,4,1,16,384.25153137686937,1
Green,STOP_D,6,3,1,18,30.90916915272831,0
Red,STOP_B,11,1,0,9,54.28401986409614,0
101,STOP_A,13,0,0,13,378.21867750973905,1
101,STOP_A,19,2,0,9,389.2075254641541,1
Blue,STOP_B,17,5,0,16,152.5689219296999,0
101,STOP_C,16,2,0,18,383.0752326217571,1
101,STOP_C,18,5,1,16,392.83659452152665,1
Blue,STOP_C,11,2,0,18,-597.7064938478356,0
Green,STOP_C,17,0,0,13,179.43687734651374,0
101,STOP_D,17,3,1,3,773.7684029933279,1
Green,STOP_D,6,0,0,14,424.262729249456,1
101,STOP_D,15,1,0,6,369.748745939762,1
Red,STOP_C,6,4,0,18,142.2158144831745,0
Blue,STOP_D,7,3,1,14,665.9464300565227,1
Blue,STOP_C,8,1,0,13,240.9416863968244,0
101,STOP_C,19,0,1,1,-101.95601529779992,0
101,STOP_D,10,3,0,2,463.2166444685246,1
Red,STOP_B,14,4,0,19,366.0657985350977,1
Green,STOP_A,15,1,0,18,99.73438681597513,0
Red,STOP_C,20,5,1,16,3.2211915257614123,0
101,STOP_B,13,1,0,4,-289.2855859117499,0
Red,STOP_C,6,1,0,5,1.5752084186184874,0
Green,STOP_C,18,2,0,18,-366.34312579021866,0
101,STOP_D,21,3,1,15,186.20328110893706,0
Red,STOP_C,8,3,0,10,395.39209725953776,1
Red,STOP_C,13,4,0,18,93.81807950584948,0
Blue,STOP_D,19,1,0,2,52.8037459957588,0
Blue,STOP_A,21,3,0,9,57.30653578386301,0
Blue,STOP_B,12,2,0,16,83.87627747961318,0
Red,STOP_D,18,3,0,11,885.0335736326183,1
101,STOP_A,14,0,1,6,-322.46162285903347,0
Red,STOP_A,7,1,1,7,74.2004410461796,0
Green,STOP_B,9,3,0,7,482.08678039982937,1
101,STOP_A,21,5,0,7,279.0859451941078,0
101,STOP_A,6,0,0,15,59.26869098146786,0
Red,STOP_A,17,5,0,15,-244.31184127378316,0
Blue,STOP_B,10,0,0,17,482.59017746400974,1
Green,STOP_B,10,5,1,7,274.4738926661663,0
101,STOP_C,17,0,1,17,796.2884639983744,1
Green,STOP_D,16,2,0,12,522.9394260571295,1
101,STOP_A,21,2,1,15,237.27184970009833,0
Red,STOP_A,9,2,1,7,593.0167138165273,1
Green,STOP_D,6,0,0,14,366.1485973780344,1
Red,STOP_D,18,2,1,19,496.27319429183297,1
101,STOP_B,19,4,0,10,828.5168330933675,1
Red,STOP_A,12,5,1,4,32.876099438214325,0
Green,STOP_A,10,5,0,2,630.8996190650149,1
Blue,STOP_D,11,2,0,11,201.92279359956015,0
Red,STOP_A,20,0,1,7,-395.1540437467453,0
Blue,STOP_B,11,4,0,10,-60.71017813256876,0
101,STOP_D,19,4,1,3,144.37554047881167,0
101,STOP_B,7,1,1,5,473.84186592943234,1
101,STOP_D,7,0,0,7,-25.041419426052414,0
Red,STOP_A,7,1,0,2,737.4335113101861,1
Red,STOP_A,14,2,0,18,-242.85185729680262,0
101,STOP_D,13,2,1,4,303.14197495217775,1
101,STOP_B,12,0,0,18,-243.25923337537893,0
Blue,STOP_C,19,1,1,2,160.27822812096423,0
Green,STOP_A,17,0,0,8,259.46511319910223,0
101,STOP_C,20,5,0,16,-129.6632602862498,0
Green,STOP_D,18,2,0,9,-214.59656197061136,0
Blue,STOP_A,15,3,0,5,239.49682093505362,0
101,STOP_A,10,3,1,5,638.2481480697786,1
Green,STOP_A,16,5,1,16,-148.09236291465697,0
Red,STOP_A,10,3,0,10,173.32850860781397,0
Red,STOP_A,6,1,0,1,-15.085289301805858,0
Red,STOP_C,15,0,0,1,505.7588593481307,1
Green,STOP_A,20,3,0,5,628.6059349597372,1
Red,STOP_B,17,1,0,13,173.21144131209232,0
101,STOP_D,17,0,1,1,289.17125126011535,0
Green,STOP_B,6,1,0,10,26.684626268293783,0
Green,STOP_C,15,2,0,18,-18.514556975016063,0
Blue,STOP_A,7,3,0,11,311.19978927723884,1
Red,STOP_C,7,0,1,19,415.69017662894555,1
Green,STOP_C,6,1,1,13,445.023628915179,1
101,STOP_D,12,4,0,18,-32.87364714181135,0
Blue,STOP_C,7,1,0,6,211.90274286044829,0
101,STOP_C,7,3,0,4,192.79101645763444,0
Blue,STOP_C,17,2,0,5,-52.50986212111968,0
101,STOP_C,19,5,0,18,65.18457081472971,0
Green,STOP_B,21,3,0,6,296.88653569640167,0
Blue,STOP_C,7,4,0,5,861.4407996831962,1
Green,STOP_D,16,3,0,16,-71.76538322549894,0
Red,STOP_B,7,2,0,15,398.8035122796517,1
Blue,STOP_A,9,1,0,4,331.5322500330685,1
101,STOP_B,10,0,0,9,9.127907337381544,0
Blue,STOP_C,11,2,1,8,117.19873464865017,0
101,STOP_C,20,2,0,1,-452.6933321134661,0
Blue,STOP_B,9,2,1,9,470.4526924838465,1
101,STOP_D,12,2,1,14,203.4625657920082,0
Red,STOP_B,9,0,0,19,-134.7061385072903,0
Blue,STOP_C,8,3,0,5,307.49893976584315,1
Red,STOP_C,6,5,1,8,-8.353177166292198,0
Green,STOP_B,11,0,0,11,277.67005961324224,0
101,STOP_A,14,2,1,2,461.05644666259957,1
Red,STOP_A,20,4,0,11,625.8741379844203,1
Blue,STOP_A,19,3,0,8,3.5066582862975793,0
Blue,STOP_B,21,4,0,3,878.7518153123648,1
101,STOP_C,21,4,0,2,67.49794896848277,0
Blue,STOP_D,16,1,0,7,595.9396286326106,1
101,STOP_A,7,4,0,11,85.06431148524229,0
Blue,STOP_D,17,1,0,1,773.2993017456602,1
Green,STOP_B,14,5,0,18,449.33704655149626,1
Green,STOP_C,11,2,0,19,62.57378633369231,0
101,STOP_A,7,4,0,10,743.0431926585773,1
101,STOP_A,8,5,0,6,551.9211806766276,1
Green,STOP_A,9,0,0,18,293.6005209559708,0
101,STOP_A,17,5,0,12,722.8611167390359,1
101,STOP_B,19,5,0,10,-310.04260072314406,0
Red,STOP_A,8,2,0,1,1072.2319353427574,1
101,STOP_C,21,2,0,8,-226.0363341434167,0
101,STOP_C,17,3,0,4,456.75477183462317,1
Green,STOP_C,13,0,0,11,694.7554864691066,1
Blue,STOP_C,14,5,0,5,479.8406854718612,1
Red,STOP_C,15,5,0,17,61.41621929923534,0
101,STOP_B,12,0,0,13,270.9399305246241,0
Red,STOP_B,20,2,0,2,410.9522555348049,1
Green,STOP_A,12,3,0,2,-5.552065385106175,0
Red,STOP_D,9,1,1,16,603.8540608591294,1
Red,STOP_A,18,3,0,1,495.8074306625116,1
101,STOP_B,15,2,1,10,243.038427100841,0
Blue,STOP_C,18,3,0,9,493.538847763026,1
101,STOP_C,10,2,1,5,-201.07625690913488,0
Green,STOP_B,15,5,0,10,268.8434505574492,0
Red,STOP_B,19,5,0,16,123.42625079385694,0
101,STOP_B,13,5,0,13,61.649728641477424,0
Blue,STOP_D,6,1,0,11,379.3637778421372,1
Red,STOP_D,14,2,0,16,130.6956697931244,0
Green,STOP_D,19,1,0,3,-226.75692239152852,0
101,STOP_A,18,5,0,7,519.8050439139691,1
Blue,STOP_A,14,3,1,2,10.583929166281166,0
Blue,STOP_A,19,5,0,2,-203.95964488831243,0
Blue,STOP_C,9,2,0,3,-191.9878486421798,0
Green,STOP_D,19,5,1,4,624.22202366031,1
Blue,STOP_D,14,2,0,5,400.23647593384067,1
Blue,STOP_D,20,4,0,6,-433.33138063728586,0
101,STOP_B,7,3,0,10,-123.52588808482278,0
101,STOP_A,6,2,0,2,143.76145965171838,0
Red,STOP_B,7,3,0,10,-50.25193676024466,0
101,STOP_D,6,5,1,7,345.77388127490025,1
Blue,STOP_A,7,3,0,1,398.32107698171006,1
Red,STOP_B,18,4,1,19,441.5163000741806,1
101,STOP_C,9,2,0,9,-177.95029976327226,0
Blue,STOP_B,20,1,0,19,346.3381917538973,1
Blue,STOP_A,17,1,0,10,603.375824070205,1
Red,STOP_C,10,4,0,12,252.94143191014464,0
101,STOP_D,18,0,1,13,195.8211571480049,0
Red,STOP_D,13,2,0,5,99.44755946096502,0
Green,STOP_C,19,3,0,16,-37.771162427954636,0
Red,STOP_D,8,3,0,1,221.42952079472303,0
Green,STOP_B,10,4,0,9,276.80176373271615,0
101,STOP_C,16,1,1,15,389.40431542565875,1
Red,STOP_C,6,1,1,7,-118.76727806781881,0
101,STOP_C,21,3,0,16,308.8681554999383,1
Red,STOP_B,14,2,0,4,47.30417054040474,0
Green,STOP_C,12,1,1,19,341.2159479721953,1
Green,STOP_A,20,2,0,13,-303.53439228897054,0
Green,STOP_A,21,2,1,10,-456.23748541376517,0
Blue,STOP_B,8,4,0,4,674.5108929284139,1
Red,STOP_C,15,2,0,6,241.6599126058819,0
Red,STOP_A,10,2,0,19,4.2587103790421565,0
Red,STOP_B,12,2,1,15,620.7765445637176,1
Green,STOP_A,10,2,0,11,338.3348548633933,1
Green,STOP_B,11,4,1,4,285.97415147629135,0
Blue,STOP_B,21,1,0,12,-92.4955464708641,0
Red,STOP_D,8,0,0,13,-69.34612420557957,0
Red,STOP_A,12,0,0,15,-40.60247531050061,0
Red,STOP_B,13,1,0,17,134.91942464059233,0
Blue,STOP_C,11,4,0,17,-31.378113912083336,0
101,STOP_A,18,2,0,18,-225.35158222234915,0
Blue,STOP_C,17,0,0,9,686.6160888320728,1
Green,STOP_D,16,2,0,11,-15.405985664930881,0
Green,STOP_D,15,1,0,18,150.32790187705453,0
Green,STOP_A,21,5,1,1,-181.07593333908562,0
Green,STOP_A,14,5,1,2,721.2739666147717,1
Green,STOP_C,8,5,0,10,484.73661996896186,1
Green,STOP_D,16,1,0,4,195.46478752532028,0
101,STOP_D,11,2,1,3,-216.64058429818385,0
Blue,STOP_D,12,1,1,12,0.7096155160934501,0
Red,STOP_D,20,5,0,12,234.17329315111945,0
Green,STOP_C,16,1,0,17,-35.468461123907616,0
Blue,STOP_D,14,3,0,8,15.271505243069782,0
Red,STOP_C,10,5,0,6,-74.79348967752657,0
Red,STOP_C,14,5,0,10,169.9335251862356,0
101,STOP_B,16,5,0,14,236.5231313270549,0
Blue,STOP_A,6,0,1,5,-159.4714628489324,0
101,STOP_C,9,4,0,17,-103.2529996921345,0
Red,STOP_C,16,0,1,11,607.819399434138,1
Green,STOP_A,6,4,0,2,909.7240685934838,1
Blue,STOP_C,7,1,0,9,430.6768701637203,1
101,STOP_D,17,4,0,10,494.33000879266035,1
Blue,STOP_D,18,3,0,8,72.73688331127588,0
Red,STOP_D,21,4,0,10,-652.2963248850426,0
Red,STOP_C,13,1,0,4,18.067895217880036,0
